Source,Destination,Distance,Fuel Consumption,Cost
DSM,JAX,1798,8657.51,31806.68
SEA,GSO,2360,10998.17,45935.63
SAT,OMA,1112,5171.65,21470.82
LGA,BOS,2034,10484.71,40980.6
IND,PDX,1930,9204.55,34552.88
PHX,OAK,2656,12051.9,46145.57
JFK,IND,1404,6918.15,25888.77
EWR,PVD,3235,17109.72,66382.29
BDL,SEA,3145,16759.95,61267.37
TPA,ALB,3383,17175.73,74692.05
RIC,MDW,548,3006.16,11014.2
MCI,SEA,678,3495.98,15130.06
DSM,IAD,2539,12270.82,46808.63
SLC,PHL,2684,13628.53,49774.02
JAX,BWI,895,4835.27,18097.68
LIH,TUS,3471,17092.6,62383.39
DSM,SEA,1217,5649.75,24179.29
DEN,CLT,1047,5735.78,24275.54
ELP,IAH,1474,8064.47,34482.62
CLT,MCO,1773,9445.28,39766.84
LIH,EWR,360,1949.51,7368.73
LAS,CVG,2941,15134.28,62211.78
ATL,STL,1456,7410.8,27339.78
PDX,RDU,3354,17217.82,74931.89
MCO,MSY,1470,8017.99,32140.24
BOS,CHS,3400,17061.4,74138.12
CHS,PBI,1451,7404.31,28878.39
OKC,RNO,1703,9346.3,35929.92
GRR,RSW,1974,9662.52,41362.53
JFK,ELP,1886,10330.89,38769.9
MHT,JFK,1470,7410.26,32438.44
SAN,SYR,934,4251.73,15633.09
ONT,DCA,3099,14394.04,57760.7
IAD,SJU,1058,4878.43,20122.54
PVD,RSW,2750,12818.66,54406.99
LGA,HNL,2373,11772.09,47013.42
OGG,MSP,808,3945.7,16005.53
ONT,DFW,1637,8032.71,32187.06
PSP,BDL,883,4106.07,17814.42
BOS,ORD,2478,13554.02,49515.14
OGG,MIA,3406,17942.65,74800.8
MCI,OAK,2524,11722.4,43129.03
BUF,IND,2949,13558.48,53231.79
MDW,BOS,2632,13668.95,59162.53
BDL,STL,3129,14687.34,57865.79
MHT,RIC,2809,14246.7,52021.47
SAT,MSY,3453,16333.56,60121.68
SYR,MHT,3223,15046.89,66086.71
ALB,TUS,559,2522.06,10165.54
LIH,CVG,2858,13624.59,52795.46
SAN,CHS,3443,17486.61,75949.08
ROC,IAH,1146,6073.14,25771.21
DTW,ALB,2776,14676.09,56017.83
SEA,SJU,2662,12004.6,48821.5
RSW,ANC,1599,7218.82,27761.11
RIC,RNO,1015,5031.56,21438.37
IAD,DTW,1027,5303.06,22940.8
IND,MIA,515,2784.49,11898.72
BOI,ORD,1760,9600.92,36159.02
SDF,ANC,2881,15335.53,63191.75
SMF,ALB,1667,7867.87,29588.12
SEA,ANC,674,3370.5,12303.47
ATL,DTW,840,3880.2,14579.72
DCA,MSY,1804,8998.9,32711.02
CLT,JAX,822,3926.33,16794.74
MCI,TUL,2444,11041.99,48519.82
DAL,LAX,2460,11227.69,46072.72
OAK,LGA,3028,15659.39,67338.36
RIC,PVD,485,2489.23,9619.61
OKC,IAD,976,4859.15,20239.99
BOS,DFW,2187,10792.14,45019.32
CHS,DEN,3171,14328.65,61652.34
PIT,SJC,2993,13766.05,53994.23
ALB,SMF,843,4496.38,17320.7
MSY,CVG,620,3298.67,13346.53
MIA,EWR,312,1635.39,7009.06
ONT,TUS,709,3442.12,12654.84
ATL,ORF,1296,6799.12,29786.54
GRR,ANC,2696,12736.12,47745.6
MSY,ROC,2304,11512.26,46547.88
BOI,SMF,1564,7200.23,31004.89
OGG,PSP,2662,14235.06,58618.94
SNA,DTW,2901,15150.31,63625.82
ANC,BNA,652,3574.81,14671.11
MCO,MIA,2630,12967.69,53040.07
ABQ,OGG,2938,13574.01,56379.94
EWR,CLT,2168,10720.62,44111.21
LIH,LAS,2313,11958.75,43311.75
OGG,CLE,2349,12303.18,51053.49
CHS,IAD,2078,9646.04,39616.0
PVD,SJU,718,3274.35,12849.05
PHX,LGA,2989,14257.15,59454.48
CVG,TUS,884,4844.5,20693.15
DEN,SJU,3292,17988.54,71032.44
BOI,CHS,3314,15996.8,62307.68
SAN,STL,1470,7452.63,29922.43
SLC,ROC,564,2774.76,12002.11
DTW,OGG,321,1513.85,5752.96
SJU,CLT,2799,13560.95,53397.45
MSP,SEA,2755,12697.94,55649.72
ORD,CLE,3395,18185.61,75088.5
HNL,BUF,779,4058.36,17317.45
PHL,MCI,875,4194.93,17511.53
BUR,ANC,1161,5420.53,23472.39
CVG,LIH,1113,5487.81,21138.64
CLT,CLE,2578,13807.7,53116.43
PVD,DTW,1234,6648.72,25885.0
LAX,SJU,953,5194.07,19674.5
DFW,MIA,2913,13445.96,57952.6
MCI,LGA,2592,13434.92,58741.93
JAX,HNL,903,4365.15,16985.15
PHL,ABQ,964,4673.17,18433.55
LAX,OAK,2586,12967.15,54062.31
PIT,LIH,2726,13380.63,49824.8
SLC,BUR,424,2327.31,9719.18
LAS,SAN,2938,15563.99,57665.92
STL,SLC,1143,6122.98,26562.62
JAX,ATL,578,2664.25,11070.75
CLT,SDF,3374,17411.6,66153.74
ROC,SAN,2842,15008.57,65194.23
MSP,SJC,1953,9303.75,35562.27
AUS,IAH,3360,17426.01,74381.12
PDX,SNA,3092,14567.5,53157.86
HNL,SEA,2983,16138.68,60473.0
IAH,IND,1339,6304.96,27159.5
OMA,SMF,2289,11651.36,45106.17
ORF,ABQ,641,3360.34,14153.73
GSO,STL,1482,6746.09,27720.35
PSP,SNA,1267,5715.83,20809.28
IAD,AUS,1023,5078.1,21852.83
SJC,ROC,3013,13874.35,59267.83
EWR,SAT,2369,12452.13,54414.08
SDF,CHS,1681,8627.43,32488.39
SAT,GSO,1319,6504.8,27530.86
ANC,DSM,1802,8216.56,31911.19
BDL,BWI,1650,8127.28,31439.89
BUR,CLT,1769,8357.98,35942.85
SAT,JAX,2395,12156.19,50126.5
LGA,DCA,2227,10261.08,37776.4
JAX,ELP,365,1774.44,7435.79
IAH,CVG,2544,13630.44,51499.16
MCI,RDU,3289,17667.6,67154.01
PDX,OAK,893,4540.65,18999.51
IND,TPA,2212,11006.79,41749.96
SJC,IND,1139,6202.91,23470.68
DCA,LGA,304,1420.96,5786.87
SJC,PVD,2235,11200.74,48491.81
SAN,HNL,1188,6168.6,26973.49
DAL,LGA,2474,12403.76,45387.21
DSM,IAD,2746,12675.88,46502.0
TUS,BWI,872,4176.04,17538.59
JFK,DAL,1215,5769.42,21635.42
MSP,RDU,2518,12349.07,45682.81
GSO,PIT,710,3546.68,15475.11
OMA,ROC,1878,9999.86,43673.56
PVD,MIA,2563,12420.73,51672.75
SAN,MSY,3406,17867.39,69914.29
TUS,GRR,2929,15712.5,62942.71
TUS,IND,1304,6067.27,22479.59
GSO,PHX,1873,9887.71,37517.41
SNA,MSY,1530,7913.57,34603.61
RNO,DAL,3281,17585.74,65742.19
DFW,SAN,1186,5950.88,22361.86
MKE,PVD,556,3026.5,10995.39
ELP,OGG,1661,7666.92,28905.37
MCI,MSP,3181,15719.91,63254.94
GSO,PHL,3407,16656.95,72388.02
PBI,ORF,930,4958.61,20610.99
PVD,OGG,1531,7491.44,31255.33
RIC,FLL,1849,9029.38,33086.07
GRR,STL,2386,10796.39,46397.45
FLL,SAN,666,3655.23,15390.35
DAL,MSP,1264,6909.97,29173.28
LGA,CVG,332,1665.14,6499.41
LGA,CLE,1221,6535.57,27645.97
BDL,EWR,1591,8105.73,29282.36
AUS,PIT,3131,14903.67,55121.61
MHT,FLL,2918,14774.11,57432.94
BUF,ONT,3212,17365.12,73281.23
LAS,IAD,1647,8612.9,35550.86
OGG,BWI,3315,15341.38,66121.92
JFK,MSP,882,4657.51,19596.57
OGG,TUL,442,2164.62,9504.19
MDW,PVD,3172,16918.65,72226.6
BOI,ELP,3156,15257.38,60287.07
BDL,IAH,1352,6607.22,24212.51
DTW,DAL,1479,7672.38,30358.05
CVG,HNL,928,4343.42,16691.36
LGA,ALB,1872,9460.89,40552.93
MCI,ATL,1460,7174.36,30644.24
LAS,BDL,2185,10122.94,40614.59
PHX,BNA,3226,16900.28,74342.75
BUR,CLT,2819,14237.69,61944.76
OAK,SLC,1956,10111.46,38051.98
PHX,MCI,1549,8104.45,29600.55
HNL,PDX,3462,17712.99,68229.69
SFO,ROC,654,3444.76,14928.9
RNO,DSM,2361,10916.02,43286.08
MCO,OMA,1712,9412.91,34042.99
FLL,MCI,3151,15227.14,61455.86
OMA,CVG,575,2938.17,12300.87
DTW,LAS,2312,11636.09,43055.22
RIC,BUF,1178,5687.81,23796.37
EWR,CVG,2894,15887.96,64522.74
BNA,PVD,866,4003.14,16705.19
DCA,EWR,806,4019.27,15818.0
DCA,HNL,2293,11652.4,50438.41
ROC,SAT,2276,10945.21,40067.54
SMF,TUL,2999,13685.7,51952.76
PDX,PBI,1616,7693.61,29121.29
PIT,GSO,2820,14712.26,60132.0
ORD,ONT,3215,14767.96,64473.92
IND,BOS,3260,17001.3,72805.09
SNA,SJC,827,4491.41,19287.66
STL,PVD,3223,15046.08,62384.04
PVD,DCA,2597,13869.01,59775.6
CLT,OAK,2412,11702.7,47131.41
OGG,AUS,1675,8069.61,33431.31
SJU,IND,3341,15091.06,63637.46
PBI,MKE,2030,9942.09,36484.5
SLC,ROC,2352,11109.6,48853.38
OAK,ABQ,362,1645.51,6041.29
ANC,ROC,1770,9272.7,34189.23
MCO,OAK,2854,15183.55,55416.32
ORF,OAK,1011,4587.78,16534.9
TUL,CHS,1176,6016.73,24542.98
FLL,RNO,411,2166.44,8058.54
SJC,IND,2018,9145.06,33247.06
HNL,SMF,417,1914.42,7630.43
SJU,PHX,2322,11184.96,44101.72
PVD,CVG,2553,13623.81,56383.66
RNO,ROC,1253,6505.99,25733.39
MIA,IND,2975,16353.62,69695.84
HOU,JFK,3200,15939.76,67010.19
BWI,ORF,3011,15519.25,58883.36
MSY,FLL,1598,7310.51,30741.14
BOI,CLT,736,3414.52,13724.46
BDL,MIA,2748,14087.52,52273.34
CVG,PVD,842,3849.96,15543.48
PVD,SFO,1426,7034.73,26474.56
CLT,DCA,1995,10133.45,36778.93
PHL,ABQ,607,3043.39,11617.13
TUL,ABQ,1562,7576.12,27385.76
LGA,CHS,902,4116.01,16975.48
DTW,SDF,1282,6818.63,28652.07
JFK,LAS,2696,14272.55,60038.26
RDU,ELP,2667,13796.61,59014.37
SJU,RNO,1045,5592.37,20530.72
LGA,RSW,3466,15802.96,61016.88
PDX,SJC,653,3189.01,12727.19
MDW,GSO,1259,6652.23,28194.81
OGG,SAN,890,4568.35,17712.16
OKC,CLE,1161,6260.58,26211.16
DAL,DTW,2006,9704.32,37683.59
LAS,MDW,2257,12073.12,52807.57
HNL,IND,3069,15440.57,61793.52
BUR,DFW,446,2367.84,9049.5
CVG,STL,3077,16442.65,61688.17
LAX,ALB,2120,10094.09,39436.1
MIA,CVG,2893,14188.72,59993.84
STL,EWR,616,2786.65,11219.76
DFW,AUS,1056,4989.56,19167.77
OMA,TPA,3066,14518.61,56384.3
CLE,LAX,1110,5506.34,20766.29
IAD,OMA,2863,15696.5,58108.01
PVD,BOS,2419,12825.24,50987.39
PDX,TUL,1477,7376.82,30444.17
JFK,DFW,2269,11502.41,44891.44
SJU,BNA,1882,9263.39,36112.54
SAN,ELP,1734,8653.39,36381.44
OMA,OKC,2877,14538.98,59328.95
RDU,HNL,1854,9887.11,38766.69
GRR,ORD,465,2400.03,9230.65
PHL,SJU,381,1962.09,8350.06
OKC,ONT,392,2135.68,7756.91
ABQ,FLL,1765,9215.98,38458.37
HNL,SJU,899,4052.94,16284.9
BUR,OKC,384,1971.32,7829.38
TUL,SAN,3114,15193.12,62901.48
MHT,ABQ,2525,12419.55,45156.48
MDW,TUL,3301,16827.77,65684.48
CVG,ABQ,2795,13570.66,51214.1
PDX,EWR,2708,13134.96,52830.74
SJU,TUL,2561,12992.1,51751.11
OAK,MDW,2720,12865.03,53591.61
BNA,PBI,3477,16604.08,62027.43
MSP,PHX,2263,12030.68,50127.53
BOS,SJC,1608,8450.64,32311.13
SAN,DEN,1971,9327.35,33884.36
GRR,BDL,2765,12903.92,53074.58
HNL,EWR,1825,8932.83,36399.93
AUS,ATL,519,2750.33,10725.42
RIC,GRR,851,4228.71,18008.27
RIC,ANC,1397,6759.1,25739.26
OKC,DCA,3385,17102.3,62462.83
DFW,RDU,3161,15510.62,63885.81
PHL,SYR,3412,18592.88,79748.52
SDF,RNO,2233,10644.64,38875.59
ORF,RSW,2400,11259.17,48029.8
DFW,DTW,318,1668.1,6981.92
PSP,ONT,2654,13098.0,56868.84
OKC,OMA,3208,15395.69,55738.65
OMA,SFO,2158,11284.54,46578.19
IND,GRR,2077,9392.76,39906.28
SFO,ORD,1800,9624.05,39617.69
MCO,SDF,307,1614.27,6612.45
MCO,RIC,2941,14871.83,58718.8
MSP,SNA,2664,13261.83,48316.61
TPA,SYR,977,4965.3,20597.81
RSW,ONT,2719,13804.29,50903.85
IAH,SJU,3311,16087.49,58299.22
MIA,SLC,345,1636.8,6306.63
CVG,ANC,1690,8421.1,36647.07
LIH,DFW,1489,7181.91,31115.08
PHX,HNL,1921,10338.01,37544.25
EWR,SMF,1388,6915.24,27388.26
GSO,ORD,2458,12789.15,48650.42
LGA,OGG,2923,13431.97,51668.39
CLE,MSP,3496,17523.22,63625.11
HNL,PVD,2851,14403.27,58331.94
DEN,TUS,3308,16665.8,70524.37
AUS,SDF,1581,8028.82,34186.83
OMA,MKE,3465,17919.82,76415.14
PDX,BUR,1082,4916.86,17932.11
OGG,PIT,1722,9353.4,39638.64
MCI,PHX,338,1539.0,6695.62
DAL,EWR,1256,6876.84,27609.42
TUL,CVG,1922,10386.9,40730.64
MIA,SJC,3395,18025.64,67025.91
IAH,PBI,2584,13458.84,55346.32
MIA,ATL,2475,12930.53,47898.96
SMF,MCI,2888,15498.59,56600.28
SYR,OAK,3342,16269.9,62930.67
DFW,SNA,2513,11587.99,49436.79
IAD,PBI,2230,11804.75,47073.74
MIA,RIC,1714,8703.92,33136.33
DEN,DFW,1166,5497.02,22573.71
MSP,CLE,2870,13140.04,57681.64
MSP,LAX,3232,16182.75,59977.91
DAL,ORD,1639,7825.97,29957.29
LIH,MKE,3236,17075.21,64750.71
JAX,ROC,1762,9672.46,40861.6
CVG,TUS,2831,15482.81,61576.73
DFW,PHX,1641,7827.42,33480.85
ABQ,DFW,1034,5061.19,21806.75
DSM,DFW,1774,8206.51,32218.5
ELP,CHS,1518,7504.92,27785.48
RNO,CLT,1923,9153.32,37644.25
OAK,MCI,1313,7034.38,30646.46
PSP,SEA,3394,16025.6,58064.32
SAN,SEA,1342,6151.55,22958.97
RSW,SDF,3324,15432.53,63298.33
SAN,TPA,1051,5604.86,23416.49
OMA,PBI,1901,8777.29,38364.17
MIA,LAX,825,3786.81,14070.26
SFO,SAN,2794,15036.41,61595.54
RIC,MIA,2384,12553.74,49447.39
BNA,BOS,849,4582.75,18093.64
DCA,BOI,2907,15856.06,59931.61
ELP,SJU,858,3885.05,14914.19
RSW,DEN,1416,6559.47,23883.61
SDF,ORD,2017,9199.23,38547.95
AUS,ONT,1264,6884.47,28385.36
GRR,SYR,542,2758.57,10836.11
PHX,RSW,1634,8405.57,36507.6
SDF,MCI,1330,6040.77,25061.38
HNL,TUS,1315,6965.09,29068.04
STL,ORF,2367,11703.37,42295.91
DFW,LIH,1623,8271.73,33232.92
SAN,DAL,1578,7515.72,28751.39
ALB,DCA,1738,9460.64,35585.03
LGA,BOI,2583,12398.15,52896.16
RNO,HNL,3130,15603.03,63262.05
SYR,SLC,317,1500.1,6435.33
TPA,BUF,1904,9191.6,35284.19
MKE,HNL,925,4521.99,17596.38
MSY,ORD,634,3457.03,13702.32
PIT,SLC,2551,13784.5,56241.42
OAK,SEA,2520,12199.35,50891.77
DCA,RIC,3312,16231.29,63148.07
HNL,MSP,3280,16881.81,62114.1
EWR,PVD,823,3944.2,15148.11
MHT,ANC,314,1680.35,6081.37
PDX,ABQ,1452,7575.93,29630.79
PDX,PHL,1823,8334.78,35433.6
CVG,LAS,2460,11089.17,43609.96
CLE,SJU,2234,10814.58,47270.69
GSO,DCA,3195,14659.76,53363.22
DEN,RDU,2977,13888.53,60175.42
ONT,SJU,2915,13626.74,58704.68
PDX,ORD,1577,8595.84,34749.55
BOS,IAH,861,4056.18,16748.63
PDX,BUF,2645,14024.44,60065.53
OKC,DFW,1279,5997.23,24474.58
BWI,IAH,2376,12651.94,48212.17
PSP,MKE,2136,10277.01,39317.29
EWR,MIA,1277,6600.85,24363.18
TUS,HOU,3020,14283.22,60014.56
CVG,TPA,2460,12229.86,52474.66
BUR,ORD,1380,6938.32,27901.96
PSP,DSM,1139,5753.68,23505.58
LAS,ALB,2773,15034.91,65445.72
OGG,LGA,3301,15727.01,65920.82
DEN,SEA,1469,6691.23,26015.74
ABQ,SNA,374,2019.92,7941.75
DSM,BDL,821,4462.67,19566.72
IND,SAN,1779,9671.81,34903.16
MIA,DCA,1283,6984.5,30491.1
SYR,LAS,3476,16082.86,61913.93
EWR,TPA,1127,5639.23,22623.71
TUL,MSY,576,2752.34,11755.42
DFW,MCI,629,3452.26,13971.16
GRR,AUS,552,2656.25,11376.87
RSW,SNA,1395,6330.2,24080.17
DSM,ABQ,1451,6878.46,27691.46
PBI,DSM,1612,8728.64,36337.5
CLT,LAX,360,1957.22,8128.25
GRR,DEN,1163,5379.25,20625.92
ALB,OMA,656,3060.05,11934.28
HOU,IND,2957,14676.24,61479.54
ROC,BOS,1631,7386.77,29741.26
DFW,GRR,1897,9540.46,34803.71
SNA,ELP,942,4329.24,18533.93
HOU,BUR,3431,18205.99,78304.19
FLL,LAS,2055,11060.28,46147.15
SMF,JAX,2328,12348.17,49113.35
GSO,ABQ,585,2925.3,12280.91
TPA,MSP,3009,15087.73,58122.3
IAD,LIH,2353,11886.33,43233.87
MKE,TUL,2759,14436.09,54237.05
BUF,RNO,2605,12788.81,49432.58
CVG,MIA,3101,16165.77,69639.94
PHX,DFW,1344,6872.3,29604.54
ONT,OAK,2240,12180.31,46488.77
SAN,SFO,2123,10411.46,41699.03
BOI,TUS,1514,7649.49,29973.49
IAH,ATL,2189,10815.6,43455.65
SJC,BNA,690,3148.17,12685.16
MIA,SLC,3064,15931.44,67268.88
TPA,LGA,2440,12001.81,43589.3
STL,PIT,1635,7359.56,28307.39
AUS,RDU,1114,5080.15,21070.14
IAH,MKE,3042,15612.76,57308.26
LIH,ANC,1654,8567.81,35651.93
PIT,RNO,725,3598.59,14049.27
SMF,MCO,475,2316.46,8967.52
STL,JFK,741,3818.73,16524.49
ORF,BWI,863,4047.67,14798.46
IAH,JAX,418,2135.15,9115.15
SEA,MDW,2307,10747.41,41318.37
CLT,SAN,2896,14963.03,56189.73
SJU,MKE,1067,5329.26,21204.2
TPA,TUL,1809,8781.64,31865.42
LIH,HNL,732,3558.5,15152.98
GSO,SDF,1254,5826.39,25274.31
PBI,SEA,890,4095.36,17087.75
SYR,DSM,730,3447.3,12764.81
ALB,MDW,3136,14688.44,61443.37
MIA,DAL,2175,9916.71,39250.91
EWR,ORD,1266,5828.23,21712.59
TUL,ANC,1305,7109.03,26663.01
ONT,OKC,502,2732.45,11693.06
DEN,CLT,307,1648.68,6177.72
ATL,MIA,2412,13201.15,55870.53
EWR,DCA,499,2656.46,10613.09
DSM,DCA,3028,15188.96,54865.0
ABQ,BOI,2480,11302.83,44643.78
STL,RIC,905,4934.52,17951.05
JFK,GSO,1737,9479.54,41580.86
RIC,CLT,1702,7997.51,34962.83
SEA,OAK,1729,8073.46,29153.53
OMA,EWR,2613,12713.19,52653.78
MCI,MSP,1237,5830.77,25277.55
DTW,SNA,446,2118.01,7754.21
MIA,ALB,1506,7067.57,28672.99
SYR,MHT,403,1826.21,7123.4
SDF,PSP,2779,13915.83,52465.32
FLL,ONT,1058,5032.03,20614.06
HNL,DTW,1582,7718.89,33577.86
ATL,BOI,1125,5348.93,22418.44
BWI,MKE,765,3566.21,14691.22
GSO,DCA,1768,9217.51,35397.89
MCI,IAD,1392,6367.58,24989.5
OGG,FLL,2819,15083.63,60288.19
GRR,OKC,1337,6697.18,27055.95
PVD,IAD,3217,14835.85,62848.26
JAX,GRR,1258,6177.77,24298.98
DFW,LIH,3458,15596.91,60529.45
CLE,BDL,1221,5763.03,22421.51
SDF,PDX,424,1922.19,7383.93
MHT,SMF,317,1445.83,5547.92
MKE,DFW,846,4214.31,17206.03
DCA,SLC,3215,16105.09,65718.56
SAN,BUR,3449,17744.75,65450.97
CLT,OGG,629,3445.34,13257.1
CHS,BOS,2575,11898.83,44200.51
SFO,MSP,1964,10580.81,45100.24
PBI,ANC,1306,6374.51,27083.32
DFW,PIT,2031,9771.99,42006.22
STL,JAX,1896,10158.18,43563.65
LGA,DAL,2353,12278.27,49052.85
PVD,ORF,436,2315.83,9810.42
SLC,RIC,1006,5123.67,18840.26
STL,RNO,1469,7341.26,28070.1
ORF,MKE,396,2129.51,8310.32
LGA,EWR,2360,12595.34,48137.71
PHX,RSW,3445,16750.47,70392.42
MDW,MIA,2771,14882.81,59080.76
OGG,SFO,3392,15404.79,65832.74
CVG,SJU,2047,11167.78,48204.09
ONT,ORD,1118,5983.6,24518.33
BOS,PBI,1408,7031.71,25595.89
DTW,CVG,1805,9243.92,36984.56
SLC,BDL,1150,5911.5,22545.11
SLC,HNL,645,3358.78,12264.87
PIT,OKC,980,4817.42,19002.17
DCA,SYR,3217,17426.73,75053.99
SAT,DEN,3416,17819.32,72807.41
ANC,TPA,2465,11872.69,46094.6
ONT,RSW,856,4011.61,16781.65
ALB,LGA,391,2005.57,7441.95
RDU,PHL,3107,16169.79,65261.62
OMA,BUF,2179,10197.98,43200.5
MSY,TUS,995,4512.91,16461.83
BUR,MCI,3458,16540.83,59760.0
IND,ALB,2713,12651.21,51081.9
BUF,SJC,3131,15696.44,65508.61
ELP,FLL,334,1682.02,6318.91
RSW,ORF,2997,15473.76,66044.62
BOS,DCA,902,4882.11,18430.38
MHT,SLC,2719,12424.56,49208.16
OAK,IAD,1858,8969.67,34350.45
DEN,BUR,1224,6349.03,26482.76
PIT,PBI,2493,11926.92,46868.94
SNA,TUS,1148,5189.27,19186.28
SMF,AUS,1150,5186.31,19983.73
LIH,RIC,1712,9068.62,38657.91
MCO,AUS,626,3032.99,11480.9
SYR,TUL,706,3862.7,16279.7
JFK,DAL,338,1809.18,7654.27
BOS,LGA,1982,9675.25,39926.46
CLT,PBI,797,4324.04,17366.92
IAD,JAX,1230,6416.53,25799.13
HNL,AUS,973,4982.26,21128.31
BOS,RDU,462,2419.23,10113.23
BUR,ELP,3015,13676.39,52506.77
JFK,CHS,3301,15315.4,61886.92
SJU,SFO,378,1895.66,7881.01
RDU,IAH,3060,15614.09,59515.18
BWI,LIH,3307,15816.92,67439.74
CLE,SMF,1942,8990.85,36581.68
PHL,CVG,326,1471.41,6393.17
IND,LGA,2572,13837.97,51986.48
PVD,MCO,1187,5702.31,24645.54
LAS,SFO,451,2465.9,9450.91
JAX,ROC,1121,5892.69,21961.86
ONT,SMF,1323,6995.59,27013.29
SMF,MHT,2971,16291.95,60658.04
SJU,CHS,2462,11911.72,43208.64
JFK,SJC,2867,15619.97,63915.66
LAX,HNL,2291,11161.27,48853.14
PHX,CHS,679,3378.66,12738.29
OKC,SAT,1147,5758.73,23516.88
BUF,PVD,1045,5562.02,20803.3
MHT,PHL,1122,5944.9,21916.75
RNO,ONT,3158,16491.19,62812.23
BOS,SAT,2412,11470.41,42260.52
PHL,ANC,2347,12383.97,51809.32
CHS,GSO,2200,12047.41,45236.66
SNA,DAL,2087,10222.41,40428.19
PIT,MCO,2611,12916.01,51729.69
SMF,LAS,757,4099.87,17330.26
CVG,BUF,2049,10392.78,38044.2
PSP,DSM,1641,7886.9,31561.28
OKC,RNO,2180,10247.66,40807.6
IAH,STL,1046,5644.25,24152.3
GRR,BOI,2434,11418.61,44857.23
MCI,PHX,1845,9684.69,41731.5
ANC,CVG,2221,11744.38,47200.74
MSP,MHT,1085,5059.96,20866.86
ALB,RNO,2951,15793.85,63013.08
DAL,EWR,1214,5911.88,21677.06
IND,DFW,1611,7403.6,28851.4
CVG,ATL,1202,6106.07,26540.1
MDW,RIC,1329,6282.95,23991.47
SFO,EWR,1426,7772.41,33894.11
CLT,ABQ,1450,7446.82,27480.93
MSP,SLC,465,2538.12,9922.48
BUR,MHT,1665,9139.6,33138.43
BUF,CLT,2610,13847.29,60364.56
SJU,HNL,925,4480.66,18186.78
STL,BDL,729,3905.7,15212.62
SAT,DTW,578,2680.86,10062.16
PSP,STL,905,4953.4,20462.66
PHL,ATL,683,3258.34,13855.24
OGG,ROC,1681,7578.89,33175.44
LAX,CLE,346,1614.56,5886.92
OGG,BDL,1318,6543.39,25681.09
TPA,MIA,1429,6850.34,25216.5
ABQ,BWI,1914,10254.99,44192.93
MCI,MSP,307,1429.7,6041.03
RIC,STL,979,5266.88,19270.7
MCO,SEA,2621,13029.49,52654.22
ATL,ELP,962,5056.33,21354.89
JAX,PIT,2607,13628.66,51656.6
OKC,PDX,1323,7044.33,30090.09
MSY,CHS,2341,12058.52,50826.22
TPA,SJU,2591,13160.43,47668.29
MIA,DSM,747,4086.62,17519.83
RSW,SYR,3317,16488.71,68914.14
LIH,BOS,2748,14686.39,58438.7
CLT,PDX,3469,17543.87,65347.18
TPA,TUS,3321,15197.85,63192.29
RSW,DCA,1677,8510.8,35710.65
ABQ,ROC,3395,16737.93,62103.19
TUL,CLE,403,1891.13,7814.38
GRR,OKC,3316,15212.4,63981.13
LGA,EWR,808,4078.32,15100.14
PVD,GRR,1321,6380.74,27964.47
IND,ABQ,3166,15234.29,56063.01
IAD,GRR,3355,16394.75,62382.97
DTW,OGG,851,3881.9,14646.32
RDU,EWR,1719,8156.95,33241.68
OKC,SJU,2011,9669.59,35840.17
SJC,FLL,2743,13911.31,55739.89
LAX,PDX,1571,7135.09,25720.4
SNA,STL,2779,14089.98,57569.34
PHX,MSY,1841,8651.12,33812.89
MSP,BNA,2993,15701.44,59122.22
SJU,DAL,2176,9892.38,35822.48
SEA,RDU,2895,13685.82,55461.58
BUR,MHT,1511,6850.61,28925.53
RDU,RIC,2036,9519.36,38874.17
BUF,DFW,1216,6461.99,24716.63
PBI,ORD,1672,8598.02,33690.52
LIH,RDU,619,3307.24,13109.09
RIC,JAX,2065,9327.57,39611.07
STL,LAS,2869,15264.81,61769.24
SFO,ALB,3155,16648.36,63311.84
FLL,CVG,647,3518.41,13638.27
PSP,DEN,2921,13465.18,51742.87
SEA,ONT,2068,11318.21,47780.74
SMF,ORF,3278,17105.32,71295.58
PDX,ORD,2181,10407.79,41608.86
RDU,PVD,1207,5930.32,25996.26
SEA,PDX,2238,10175.78,40128.46
ANC,ROC,2042,9912.11,40500.91
OGG,ABQ,682,3325.85,12728.85
SYR,BOI,871,3994.96,15413.2
ALB,LGA,3324,17151.33,67294.08
LAX,OMA,2028,10089.77,40750.38
MSP,CLT,2447,12031.46,47101.0
MIA,SLC,2520,12124.99,46124.48
SAT,HNL,3326,17880.55,71227.35
RSW,DFW,590,3048.3,11892.86
CLT,ORF,618,2940.48,12867.81
CHS,BUF,1220,5829.32,21367.01
MIA,FLL,3496,16463.93,63922.96
ROC,MKE,2645,12135.05,49698.74
TUS,BOI,2576,13548.6,58383.84
DSM,ATL,1042,5061.93,21311.85
BDL,GRR,1177,6003.01,24511.91
OAK,RNO,1889,10273.79,42926.52
MCI,SJU,946,4623.24,17750.86
MSP,BWI,2701,13262.23,49904.39
ONT,MHT,971,4989.37,18855.61
DSM,LGA,1546,7347.04,27014.61
BDL,EWR,1238,6579.84,28700.03
LAX,ROC,3127,14084.18,51804.05
CVG,DTW,1323,6811.51,26310.39
BDL,SAT,2852,14891.77,59551.37
FLL,CHS,3097,14659.17,63806.9
SJU,SAN,452,2435.57,9859.53
